name,price_eur,price_fcfa,short_description,description,category,sub_category,sub_sub_category,tags,url_product,list_image_product_url
Ensemble 3 pièces « Zak-Vis-Bill » en bazin africain,240.0 €,157430 FCFA,"Tenue de soirée ou de cérémonie , composée d’une chemise légère « Vision » sans manches, zippée sur le coté, d’une jupe longue « Zakia » et d’un boléro « Billy H », doublé en bazin uni assorti.","Choisissez votre taille et votre couleur favorite et nous ferrons tout pour trouver un bazin qui vous corresponde.
La chemise légère « Vision » sans manches, zippée sur le coté, est un basique Africouleur que vous pourrez porter simplement en été avec un jean, un pull cintré au dessous en hiver, ou un gilet pour la mi-saison.
La jupe longue « Zakia » est à porter en taille haute sauf si vous êtes enceinte.
Les trois pièces peuvent se porter avec d’autres vêtements de votre garde robe.
Le bazin est un tissu en coton damassé de couleur unie. Il est teint à la main en Afrique de l’Ouest par un procédé traditionnel et artisanal de qualité. Chaque pièce est unique.
Lavage à 30°. Plus on le lave, plus il devient doux.
Venez visiter notre boutique au 108 rue st Maur Paris 11ème pour découvrir, toucher et vous imprégner d’un large choix de nos créations.",Mode,Femme,Ensembles,chemise africaine | ensemble | femme | jupe africaine | mode africaine femme | tenue de cérémonie | tenue de soirée,https://www.africouleur.com/shop/mode-africaine/femme/ensembles/ensemble-3-pieces-zak-vis-bill-en-bazin-africain/,https://www.africouleur.com/wp-content/uploads/2015/02/MG_5725-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/02/MG_5744-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/02/MG_5745-510x765.jpg
Robe en tissu africain «Moshi longue»,99.0 €,64940 FCFA,"Robe création africaine à col en V , teinte à la main, très féminine avec ses manches larges resserrées par deux pinces. Une ceinture vous permet de l’ajuster à votre taille. Deux poches pratiques sur le côté pour l’attitude “main dans les poches”. Elle s’ajuste facilement et convient aussi à la femme enceinte.
Vous pouvez nous laisser un message pour choisir votre couleur préférée parmi nos tissus teintés bazins ou calicots .","Choisissez votre couleur favorite et nous ferrons tout pour trouver le tissu qui vous correspond.
Nos tissus sont teints à la main en Afrique de l’Ouest par un procédé traditionnel et artisanal de qualité. Chaque pièce est unique. Lavage à 30°. Plus on le lave, plus il devient doux.
Venez visiter notre boutique au 108 rue st Maur Paris 11ème pour découvrir, toucher et vous imprégner d’un large choix de nos créations.",Mode,Femme,Robes,robe en coton | robe ethnique,https://www.africouleur.com/shop/mode-africaine/femme/robes-africaines/robe-en-tissu-africain-moshi-longue/,https://www.africouleur.com/wp-content/uploads/2022/11/Robe-moshi-et-kimono-2-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2022/03/MG_4787-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2022/03/MG_4800-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2022/11/Robe-moshi-et-kimono-1-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2022/04/IMG_20220402_141629-510x719.jpg | https://www.africouleur.com/wp-content/uploads/2022/11/IMG_20221117_144759-e1668693051758-510x387.jpg
Robe tee shirt en batik « Angela Davis »,48.0 €,31486 FCFA,"Un joli tee shirt d’homme transformé en robe ethnique pour vous mesdames, à moins que votre compagnon ait décidé de vous l’emprunter !","Nos batiks africains sont teints à la main par nos partenaires batikiés au Togo. Ils utilisent une technique de réserve à la cire.
Venez visiter notre boutique au 108 rue st Maur Paris 11ème pour découvrir, toucher et vous imprégner d’un large choix de nos créations.",Mode,Femme,Robes | Tops / Chemises,angela davis | batik africain | mode africaine | unisexe,https://www.africouleur.com/shop/mode-africaine/femme/robes-africaines/robe-tee-shirt-en-batik-angela-davis/,https://www.africouleur.com/wp-content/uploads/2020/10/Tee-shirt-Angela-23-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2020/10/Tee-shirt-Angela-22-510x340.jpg | https://www.africouleur.com/wp-content/uploads/2020/10/Tee-shirt-Angela17-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2020/10/Tee-shirt-Angela13-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2020/10/Tee-shirt-Angela-32-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2020/10/Tee-shirt-Angela-30-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2020/10/Tee-shirt-Angela-20-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2020/10/Tee-shirt-Angela-1-510x340.jpg
Robe en tissu africain «Moshi»,85.0 €,55756 FCFA,"Robe création africaine à col en V , teinte à la main, très féminine avec ses manches larges resserrées par deux pinces. Une ceinture vous permet de l’ajuster à votre taille. Deux poches pratiques sur le côté pour l’attitude « main dans les poches ». Elle s’ajuste facilement et convient aussi à la femme enceinte.
Vous pouvez nous laisser un message pour choisir votre couleur préférée parmi nos tissus teintés bazins ou calicots .","Choisissez votre couleur favorite et nous ferrons tout pour trouver le tissu qui vous correspond.
Nos tissus sont teints à la main en Afrique de l’Ouest par un procédé traditionnel et artisanal de qualité. Chaque pièce est unique. Lavage à 30°. Plus on le lave, plus il devient doux.
Venez visiter notre boutique au 108 rue st Maur Paris 11ème pour découvrir, toucher et vous imprégner d’un large choix de nos créations.",Mode,Femme,Robes,robe création | robe en coton,https://www.africouleur.com/shop/mode-africaine/femme/robes-africaines/robe-en-tissu-africain-moshi/,https://www.africouleur.com/wp-content/uploads/2019/11/Robe-moshi-ocre-1-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2019/11/Robe-Moshi-bleu-1-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2019/11/Robe-moshi-ocre-2-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2019/11/Robe-Moshi-bleu-2-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2019/11/Robe-moshi-ocre-1-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2019/11/Robe-moshi-ocre-3-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2019/11/Robe-moshi-ocre-4-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2019/11/Robe-Moshi-bleu-3-510x765.jpg
Robe longue en tissu africain « Grace »,125.0 €,81995 FCFA,"Robe africaine tendance longue à plis creux, sans manche, avec fermeture au dos, taillée dans un tissu calicot teint à la main. Vous pouvez la choisir avec ou sans ceinture.
Vous pouvez nous laisser un message pour choisir votre couleur préférée parmi nos tissus teintés bazins ou calicots .","Merci de préciser vos couleurs préférées et nous ferrons tout notre possible pour votre plaisir.
Le calicot est un tissu en coton uni à l’origine, teint à la main en Afrique de l’Ouest avec un procédé traditionnel et artisanal de qualité, par nos partenaires teinturiers et Férouz la coloriste et styliste d’Africouleur.
Lavage à 30°
Chaque pièce est unique.
Venez visiter notre boutique au 108 rue st Maur Paris 11ème pour découvrir, toucher et vous imprégner d’un large choix de nos créations.",Mode,Femme,Robes,mode africaine | robe de cérémonie | tissu teint à la main,https://www.africouleur.com/shop/mode-africaine/femme/robes-africaines/robe-longue-en-tissu-africain-grace/,https://www.africouleur.com/wp-content/uploads/2019/06/Robe-grace-longue-8-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2019/06/Robe-grace-longue-6-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2019/06/Robe-grace-pochette-wax-et-bijoux-1-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2019/06/Robe-grace-pochette-wax-et-bijoux-3-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2019/06/Robe-grace-longue-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2019/06/Robe-grace-longue-7-510x765.jpg
Robe en tissu africain « Col chinois »,80.0 €,52477 FCFA,"Robe africaine tendance mi-longue avec un col montant, manche 3/4, avec petit bouton pour fermer ou ajuster, taillée dans un tissu calicot teint à la main.
Vous pouvez nous laisser un message pour choisir votre couleur préférée parmi nos tissus teintés bazins ou calicots .","Merci de préciser vos couleurs préférées et nous ferrons tout notre possible pour votre plaisir.
Le calicot est un tissu en coton uni à l’origine, teint à la main en Afrique de l’Ouest avec un procédé traditionnel et artisanal de qualité, par nos partenaires teinturiers et Férouz la coloriste et styliste d’Africouleur.
Lavage à 30°
Chaque pièce est unique.
Venez visiter notre boutique au 108 rue st Maur Paris 11ème pour découvrir, toucher et vous imprégner d’un large choix de nos créations.",Mode,Femme,Robes,mode africaine | mode africaine femme | robe africaine | robe colorée | tissu coton,https://www.africouleur.com/shop/mode-africaine/femme/robes-africaines/robe-tissu-africain-col-chinois/,https://www.africouleur.com/wp-content/uploads/2018/02/Robe-col-chinois-7-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2018/02/Robe-col-chinois-9-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2018/02/Robe-col-chinois-2-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2018/02/Robe-col-chinois-3-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2018/02/Robe-col-chinois-8-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2018/02/Robe-col-chinois-6-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2018/02/Robe-col-chinois-4-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2018/02/Robe-col-chinois-10-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2018/02/Robe-col-chinois-11-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2018/02/Robe-col-chinois-13-510x340.jpg
Robe en tissu africain « Grace »,95.0 €,62316 FCFA,"Robe africaine tendance mi-longue à plis creux, sans manche, avec fermeture au dos, taillée dans un tissu calicot teint à la main. Vous pouvez la choisir avec ou sans ceinture.
Vous pouvez nous laisser un message pour choisir votre couleur préférée parmi nos tissus teintés bazins ou calicots .","Merci de préciser vos couleurs préférées et nous ferrons tout notre possible pour votre plaisir.
Le calicot est un tissu en coton uni à l’origine, teint à la main en Afrique de l’Ouest avec un procédé traditionnel et artisanal de qualité, par nos partenaires teinturiers et Férouz la coloriste et styliste d’Africouleur.
Lavage à 30°
Chaque pièce est unique.
Venez visiter notre boutique au 108 rue st Maur Paris 11ème pour découvrir, toucher et vous imprégner d’un large choix de nos créations.",Mode,Femme,Robes,robe africaine | tissu africain | tissu coton,https://www.africouleur.com/shop/mode-africaine/femme/robes-africaines/robe-tissu-africain-grace/,https://www.africouleur.com/wp-content/uploads/2018/01/Robe-pli-creux-4-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2018/01/Robe-pli-creux-6-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2018/01/Robe-pli-creux-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2018/01/Robe-pli-creux-2-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2018/01/Robe-pli-creux-5-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2018/01/Robe-pli-creux-3-565x848.jpg
Robe africaine « Coco » en bazin,105.0 €,68875 FCFA,"Robe africaine en bazin teinté à la main, cintrée avec une garniture de nombreux plis à l’encolure et au milieu devant.
Vous pouvez la porter avec son boléro ou sa veste, vendu séparément.","Merci de préciser vos couleurs préférées et nous ferrons tout notre possible pour votre plaisir.
Venez visiter notre boutique au 108 rue st maur Paris 11ème pour découvrir, toucher et vous imprégner d’un large choix de nos créations.
Le bazin est un tissu en coton damassé uni à l’origine. Teint à la main en Afrique de l’Ouest par un procédé traditionnel et artisanal de qualité par nos partenaires teinturiers et Férouz la coloriste et styliste d’Africouleur.
Lavage à 30°
Chaque pièce est unique et plus on le lave, plus il devient doux.",Mode,Femme,Robes,bazin | coton | mode africaine femme | robe africaine | vêtement africain,https://www.africouleur.com/shop/mode-africaine/femme/robes-africaines/robe-africaine-coco-en-bazin/,https://www.africouleur.com/wp-content/uploads/2015/12/IMG_4819-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/12/IMG_4876-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/12/IMG_5132-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/12/Srce7f4_c50c-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/12/Srce7f4_c50d-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/12/Srce7f4_c50e-510x340.jpg | https://www.africouleur.com/wp-content/uploads/2015/12/Srce7f4_c50f-510x340.jpg
Robe africaine courte « Eluisa » en bazin,85.0 €,55756 FCFA,"Petite robe africaine à col en forme de collier, en bazin teint à la main. Elle peut se porter très cintrée ou évasée sans soucis. Avec une jupe de notre collection vous pouvez l’allonger et en faire une superbe tenue de cérémonie.","Merci de préciser vos couleurs préférées et nous ferrons tout notre possible pour votre plaisir.
Le bazin est un tissu en coton damassé uni à l’origine. Teint à la main en Afrique de l’Ouest par un procédé traditionnel et artisanal de qualité par nos partenaires teinturiers et Férouz la coloriste et styliste d’Africouleur.
Lavage à 30°
Chaque pièce est unique et plus on le lave, plus il devient doux.
Venez visiter notre boutique au 108 rue st maur Paris 11ème pour découvrir, toucher et vous imprégner d’un large choix de nos créations.",Mode,Femme,Robes,bazin | coton | mode africaine femme | robe africaine | vêtement africain,https://www.africouleur.com/shop/mode-africaine/femme/robes-africaines/robe-africaine-courte-eluisa-en-bazin/,https://www.africouleur.com/wp-content/uploads/2015/02/MG_5719-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/02/MG_5706-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/02/MG_5702-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/11/defile-mode-africaine-2014-21-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/11/defile-mode-africaine-2014-22-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/11/defile-mode-africaine-2014-15-510x765.jpg
Robe africaine longue « Cauris » en bazin,105.0 €,68875 FCFA,"Robe africaine longue en bazin uni et brodé, cintrée à la taille.","Merci de préciser vos couleurs préférées et nous ferrons tout notre possible pour votre plaisir.
Le bazin est un tissu en coton damassé uni à l’origine.
Lavage à 30°
Chaque pièce est unique et plus on le lave, plus il devient doux.
Venez visiter notre boutique au 108 rue st maur Paris 11ème pour découvrir, toucher et vous imprégner d’un large choix de nos créations.",Mode,Femme,Robes,bazin | mode africaine femme | robe africaine | tissu coton | vêtement africain,https://www.africouleur.com/shop/mode-africaine/femme/robes-africaines/robe-africaine-longue-cauris-en-bazin/,https://www.africouleur.com/wp-content/uploads/2015/12/2-510x755.jpg | https://www.africouleur.com/wp-content/uploads/2015/12/1-510x755.jpg | https://www.africouleur.com/wp-content/uploads/2015/12/25-510x755.jpg | https://www.africouleur.com/wp-content/uploads/2015/12/10270007-510x785.jpg
